iter	Passed	Remaining
3236	17213	9374
3237	17218	9369
3238	17223	9364
3239	17228	9358
3240	17233	9353
3241	17239	9348
3242	17244	9342
3243	17249	9337
3244	17255	9332
3245	17260	9326
3246	17265	9321
3247	17270	9316
3248	17276	9310
3249	17281	9305
3250	17286	9299
3251	17292	9294
3252	17297	9289
3253	17303	9284
3254	17309	9279
3255	17314	9274
3256	17320	9269
3257	17326	9263
3258	17331	9258
3259	17336	9253
3260	17342	9248
3261	17348	9243
3262	17353	9237
3263	17358	9232
3264	17363	9226
3265	17369	9221
3266	17374	9216
3267	17380	9211
3268	17385	9205
3269	17390	9200
3270	17395	9195
3271	17401	9189
3272	17406	9184
3273	17411	9179
3274	17416	9173
3275	17421	9168
3276	17427	9162
3277	17432	9157
3278	17437	9152
3279	17442	9146
3280	17448	9141
3281	17453	9136
3282	17458	9130
3283	17463	9125
3284	17468	9119
3285	17474	9114
3286	17479	9109
3287	17484	9103
3288	17490	9098
3289	17495	9093
3290	17500	9088
3291	17505	9082
3292	17511	9077
3293	17516	9071
3294	17521	9066
3295	17526	9061
3296	17532	9056
3297	17537	9050
3298	17543	9045
3299	17548	9040
3300	17553	9034
3301	17559	9029
3302	17564	9024
3303	17569	9018
3304	17575	9013
3305	17580	9008
3306	17585	9002
3307	17590	8997
3308	17595	8992
3309	17601	8986
3310	17606	8981
3311	17611	8976
3312	17616	8970
3313	17622	8965
3314	17627	8959
3315	17632	8954
3316	17638	8949
3317	17643	8943
3318	17648	8938
3319	17653	8933
3320	17658	8927
3321	17663	8922
3322	17669	8916
3323	17674	8911
3324	17679	8906
3325	17684	8900
3326	17689	8895
3327	17694	8890
3328	17699	8884
3329	17705	8879
3330	17710	8873
3331	17715	8868
3332	17720	8863
3333	17726	8857
3334	17731	8852
3335	17736	8846
3336	17741	8841
3337	17747	8836
3338	17752	8830
3339	17757	8825
3340	17762	8820
3341	17768	8815
3342	17773	8809
3343	17778	8804
3344	17783	8798
3345	17789	8793
3346	17794	8788
3347	17800	8783
3348	17806	8778
3349	17811	8772
3350	17816	8767
3351	17822	8762
3352	17827	8757
3353	17833	8751
3354	17839	8746
3355	17845	8741
3356	17850	8736
3357	17855	8731
3358	17860	8725
3359	17865	8720
3360	17870	8714
3361	17876	8709
3362	17881	8704
3363	17886	8698
3364	17891	8693
3365	17896	8687
3366	17901	8682
3367	17906	8676
3368	17912	8671
3369	17917	8666
3370	17922	8660
3371	17927	8655
3372	17932	8649
3373	17937	8644
3374	17943	8639
3375	17948	8634
3376	17953	8628
3377	17959	8623
3378	17964	8618
3379	17970	8612
3380	17975	8607
3381	17980	8602
3382	17986	8596
3383	17991	8591
3384	17996	8586
3385	18001	8580
3386	18006	8575
3387	18011	8570
3388	18017	8564
3389	18022	8559
3390	18027	8554
3391	18032	8548
3392	18038	8543
3393	18043	8538
3394	18049	8532
3395	18054	8527
3396	18059	8522
3397	18065	8516
3398	18070	8511
3399	18075	8506
3400	18081	8501
3401	18086	8495
3402	18091	8490
3403	18097	8484
3404	18102	8479
3405	18107	8474
3406	18113	8469
3407	18118	8463
3408	18123	8458
3409	18129	8453
3410	18134	8447
3411	18139	8442
3412	18144	8437
3413	18150	8431
3414	18155	8426
3415	18160	8421
3416	18166	8415
3417	18171	8410
3418	18176	8405
3419	18182	8400
3420	18188	8395
3421	18194	8390
3422	18200	8385
3423	18206	8380
3424	18213	8375
3425	18219	8370
3426	18226	8365
3427	18232	8360
3428	18237	8355
3429	18243	8350
3430	18248	8344
3431	18253	8339
3432	18259	8334
3433	18264	8329
3434	18269	8323
3435	18275	8318
3436	18281	8313
3437	18287	8308
3438	18293	8303
3439	18298	8298
3440	18304	8293
3441	18310	8287
3442	18315	8282
3443	18321	8277
3444	18325	8271
3445	18330	8266
3446	18335	8260
3447	18340	8255
3448	18345	8249
3449	18351	8244
3450	18356	8239
3451	18361	8234
3452	18367	8228
3453	18372	8223
3454	18377	8218
3455	18382	8212
3456	18388	8207
3457	18393	8201
3458	18398	8196
3459	18403	8191
3460	18408	8185
3461	18414	8180
3462	18419	8175
3463	18424	8169
3464	18430	8164
3465	18435	8159
3466	18441	8154
3467	18446	8148
3468	18452	8143
3469	18458	8138
3470	18465	8134
3471	18472	8129
3472	18481	8125
3473	18489	8121
3474	18497	8117
3475	18505	8113
3476	18512	8109
3477	18519	8104
3478	18526	8099
3479	18533	8095
3480	18539	8090
3481	18547	8085
3482	18554	8081
3483	18562	8077
3484	18568	8072
3485	18574	8066
3486	18579	8061
3487	18584	8056
3488	18590	8050
3489	18595	8045
3490	18600	8040
3491	18605	8034
3492	18610	8029
3493	18615	8023
3494	18621	8018
3495	18626	8013
3496	18631	8007
3497	18636	8002
3498	18641	7996
3499	18646	7991
3500	18652	7986
3501	18658	7981
3502	18663	7975
3503	18668	7970
3504	18673	7964
3505	18679	7959
3506	18684	7954
3507	18689	7949
3508	18695	7943
3509	18700	7938
3510	18706	7933
3511	18711	7927
3512	18716	7922
3513	18721	7917
3514	18726	7911
3515	18731	7906
3516	18737	7900
3517	18742	7895
3518	18747	7890
3519	18753	7885
3520	18758	7879
3521	18763	7874
3522	18768	7868
3523	18773	7863
3524	18778	7857
3525	18784	7852
3526	18789	7847
3527	18795	7841
3528	18801	7836
3529	18806	7831
3530	18811	7826
3531	18817	7820
3532	18822	7815
3533	18827	7810
3534	18833	7805
3535	18838	7799
3536	18844	7794
3537	18849	7789
3538	18854	7783
3539	18860	7778
3540	18864	7772
3541	18870	7767
3542	18876	7762
3543	18881	7757
3544	18887	7752
3545	18892	7746
3546	18898	7741
3547	18903	7736
3548	18908	7730
3549	18913	7725
3550	18919	7720
3551	18924	7714
3552	18930	7709
3553	18935	7704
3554	18940	7698
3555	18945	7693
3556	18951	7688
3557	18956	7682
3558	18961	7677
3559	18967	7672
3560	18972	7666
3561	18977	7661
3562	18983	7656
3563	18988	7650
3564	18993	7645
3565	18998	7639
3566	19003	7634
3567	19009	7629
3568	19013	7623
3569	19019	7618
3570	19024	7613
3571	19030	7607
3572	19035	7602
3573	19041	7597
3574	19046	7592
3575	19052	7586
3576	19057	7581
3577	19062	7576
3578	19068	7570
3579	19073	7565
3580	19078	7560
3581	19084	7554
3582	19089	7549
3583	19094	7544
3584	19099	7538
3585	19105	7533
3586	19110	7527
3587	19115	7522
3588	19120	7517
3589	19126	7512
3590	19131	7506
3591	19137	7501
3592	19142	7496
3593	19147	7490
3594	19152	7485
3595	19158	7480
3596	19163	7474
3597	19168	7469
3598	19174	7464
3599	19179	7458
3600	19185	7453
3601	19190	7448
3602	19196	7442
3603	19201	7437
3604	19207	7432
3605	19212	7427
3606	19218	7421
3607	19223	7416
3608	19230	7411
3609	19236	7406
3610	19241	7401
3611	19248	7396
3612	19255	7391
3613	19261	7387
3614	19267	7382
3615	19274	7377
3616	19280	7372
3617	19286	7366
3618	19291	7361
3619	19297	7356
3620	19302	7351
3621	19308	7345
3622	19313	7340
3623	19319	7335
3624	19324	7329
3625	19329	7324
3626	19334	7319
3627	19339	7313
3628	19345	7308
3629	19350	7303
3630	19355	7297
3631	19360	7292
3632	19366	7286
3633	19372	7281
3634	19377	7276
3635	19382	7271
3636	19388	7265
3637	19393	7260
3638	19398	7255
3639	19403	7249
3640	19408	7244
3641	19413	7238
3642	19419	7233
3643	19424	7228
3644	19429	7222
3645	19435	7217
3646	19440	7212
3647	19445	7206
3648	19451	7201
3649	19456	7196
3650	19461	7190
3651	19466	7185
3652	19472	7180
3653	19477	7174
3654	19482	7169
3655	19487	7163
3656	19492	7158
3657	19498	7153
3658	19503	7147
3659	19508	7142
3660	19513	7137
3661	19519	7131
3662	19524	7126
3663	19530	7121
3664	19535	7115
3665	19540	7110
3666	19545	7105
3667	19550	7099
3668	19556	7094
3669	19561	7088
3670	19566	7083
3671	19571	7078
3672	19576	7072
3673	19581	7067
3674	19586	7061
3675	19591	7056
3676	19596	7051
3677	19602	7045
3678	19607	7040
3679	19612	7034
3680	19617	7029
3681	19622	7023
3682	19627	7018
3683	19632	7013
3684	19637	7007
3685	19642	7002
3686	19647	6996
3687	19652	6991
3688	19658	6986
3689	19663	6980
3690	19668	6975
3691	19673	6969
3692	19678	6964
3693	19684	6959
3694	19689	6953
3695	19694	6948
3696	19699	6943
3697	19705	6937
3698	19710	6932
3699	19715	6927
3700	19720	6921
3701	19725	6916
3702	19730	6910
3703	19735	6905
3704	19740	6899
3705	19745	6894
3706	19750	6888
3707	19755	6883
3708	19760	6878
3709	19765	6872
3710	19770	6867
3711	19776	6861
3712	19781	6856
3713	19786	6851
3714	19791	6845
3715	19797	6840
3716	19802	6835
3717	19807	6829
3718	19813	6824
3719	19818	6819
3720	19824	6814
3721	19830	6808
3722	19835	6803
3723	19840	6798
3724	19845	6792
3725	19850	6787
3726	19856	6782
3727	19861	6776
3728	19866	6771
3729	19872	6766
3730	19877	6760
3731	19883	6755
3732	19888	6750
3733	19893	6744
3734	19898	6739
3735	19904	6734
3736	19910	6729
3737	19915	6723
3738	19920	6718
3739	19925	6712
3740	19930	6707
3741	19936	6702
3742	19941	6696
3743	19946	6691
3744	19951	6686
3745	19957	6680
3746	19962	6675
3747	19968	6670
3748	19973	6664
3749	19978	6659
3750	19984	6654
3751	19989	6649
3752	19994	6643
3753	19999	6638
3754	20004	6632
3755	20010	6627
3756	20015	6622
3757	20020	6616
3758	20025	6611
3759	20031	6606
3760	20036	6600
3761	20041	6595
3762	20047	6590
3763	20052	6584
3764	20058	6579
3765	20063	6574
3766	20068	6568
3767	20074	6563
3768	20079	6558
3769	20084	6552
3770	20089	6547
3771	20094	6542
3772	20100	6536
3773	20105	6531
3774	20111	6526
3775	20116	6520
3776	20121	6515
3777	20126	6510
3778	20131	6504
3779	20137	6499
3780	20142	6493
3781	20147	6488
3782	20152	6483
3783	20158	6477
3784	20163	6472
3785	20168	6467
3786	20173	6461
3787	20179	6456
3788	20184	6451
3789	20189	6445
3790	20195	6440
3791	20200	6435
3792	20206	6429
3793	20211	6424
3794	20216	6419
3795	20221	6413
3796	20227	6408
3797	20233	6403
3798	20239	6398
3799	20244	6393
3800	20250	6387
3801	20256	6382
3802	20262	6377
3803	20268	6372
3804	20274	6367
3805	20281	6362
3806	20287	6357
3807	20293	6352
3808	20300	6347
3809	20306	6342
3810	20311	6337
3811	20317	6331
3812	20322	6326
3813	20327	6320
3814	20332	6315
3815	20337	6310
3816	20343	6304
3817	20348	6299
3818	20353	6294
3819	20359	6289
3820	20364	6283
3821	20370	6278
3822	20375	6273
3823	20380	6267
3824	20386	6262
3825	20391	6257
3826	20396	6251
3827	20401	6246
3828	20406	6240
3829	20411	6235
3830	20417	6230
3831	20422	6224
3832	20427	6219
3833	20432	6214
3834	20438	6208
3835	20443	6203
3836	20449	6198
3837	20454	6192
3838	20459	6187
3839	20465	6182
3840	20470	6176
3841	20475	6171
3842	20481	6166
3843	20486	6160
3844	20491	6155
3845	20496	6150
3846	20501	6144
3847	20507	6139
3848	20512	6134
3849	20517	6128
3850	20522	6123
3851	20527	6117
3852	20532	6112
3853	20537	6107
3854	20542	6101
3855	20547	6096
3856	20552	6090
3857	20558	6085
3858	20563	6080
3859	20568	6074
3860	20574	6069
3861	20579	6063
3862	20584	6058
3863	20589	6053
3864	20594	6047
3865	20600	6042
3866	20605	6037
3867	20610	6031
3868	20615	6026
3869	20620	6021
3870	20625	6015
3871	20630	6010
3872	20635	6004
3873	20640	5999
3874	20645	5993
3875	20651	5988
3876	20656	5983
3877	20661	5977
3878	20666	5972
3879	20671	5967
3880	20676	5961
3881	20681	5956
3882	20686	5950
3883	20692	5945
3884	20697	5940
3885	20702	5934
3886	20707	5929
3887	20712	5924
3888	20718	5918
3889	20723	5913
3890	20728	5907
3891	20733	5902
3892	20738	5897
3893	20743	5891
3894	20748	5886
3895	20753	5880
3896	20759	5875
3897	20764	5870
3898	20770	5865
3899	20775	5859
3900	20781	5854
3901	20785	5849
3902	20792	5844
3903	20797	5838
3904	20803	5833
3905	20808	5828
3906	20814	5822
3907	20819	5817
3908	20824	5812
3909	20829	5806
3910	20835	5801
3911	20840	5796
3912	20845	5790
3913	20851	5785
3914	20856	5780
3915	20861	5774
3916	20866	5769
3917	20872	5764
3918	20877	5758
3919	20882	5753
3920	20888	5748
3921	20893	5742
3922	20898	5737
3923	20903	5732
3924	20909	5726
3925	20914	5721
3926	20919	5716
3927	20925	5710
3928	20930	5705
3929	20935	5700
3930	20941	5694
3931	20946	5689
3932	20952	5684
3933	20957	5678
3934	20962	5673
3935	20967	5668
3936	20972	5662
3937	20977	5657
3938	20983	5651
3939	20988	5646
3940	20992	5641
3941	20998	5635
3942	21003	5630
3943	21009	5625
3944	21014	5619
3945	21019	5614
3946	21024	5609
3947	21030	5603
3948	21035	5598
3949	21040	5593
3950	21045	5587
3951	21050	5582
3952	21056	5576
3953	21060	5571
3954	21066	5566
3955	21071	5560
3956	21076	5555
3957	21081	5550
3958	21087	5544
3959	21092	5539
3960	21097	5534
3961	21102	5528
3962	21107	5523
3963	21113	5517
3964	21118	5512
3965	21123	5507
3966	21129	5501
3967	21134	5496
3968	21139	5491
3969	21145	5486
3970	21151	5480
3971	21156	5475
3972	21161	5470
3973	21167	5465
3974	21172	5459
3975	21178	5454
3976	21184	5449
3977	21189	5443
3978	21194	5438
3979	21200	5433
3980	21206	5428
3981	21212	5422
3982	21218	5417
3983	21223	5412
3984	21229	5407
3985	21235	5402
3986	21241	5396
3987	21246	5391
3988	21251	5386
3989	21257	5380
3990	21262	5375
3991	21267	5370
3992	21272	5364
3993	21278	5359
3994	21283	5354
3995	21288	5348
3996	21293	5343
3997	21298	5338
3998	21304	5332
3999	21310	5327
4000	21317	5322
4001	21323	5317
4002	21329	5312
4003	21335	5307
4004	21341	5302
4005	21348	5297
4006	21354	5291
4007	21360	5286
4008	21365	5281
4009	21370	5275
4010	21375	5270
4011	21381	5265
4012	21387	5260
4013	21393	5255
4014	21399	5250
4015	21405	5244
4016	21411	5239
4017	21415	5234
4018	21420	5228
4019	21426	5223
4020	21431	5218
4021	21437	5212
4022	21442	5207
4023	21447	5202
4024	21453	5196
4025	21458	5191
4026	21464	5186
4027	21469	5180
4028	21474	5175
4029	21479	5170
4030	21484	5164
4031	21490	5159
4032	21495	5153
4033	21500	5148
4034	21506	5143
4035	21511	5138
4036	21516	5132
4037	21521	5127
4038	21527	5122
4039	21532	5116
4040	21537	5111
4041	21543	5105
4042	21548	5100
4043	21553	5095
4044	21558	5089
4045	21563	5084
4046	21568	5078
4047	21573	5073
4048	21579	5068
4049	21584	5063
4050	21589	5057
4051	21595	5052
4052	21599	5046
4053	21604	5041
4054	21610	5036
4055	21616	5030
4056	21622	5025
4057	21627	5020
4058	21633	5015
4059	21638	5009
4060	21643	5004
4061	21648	4999
4062	21654	4993
4063	21659	4988
4064	21664	4983
4065	21670	4977
4066	21675	4972
4067	21680	4967
4068	21686	4961
4069	21691	4956
4070	21696	4951
4071	21702	4945
4072	21707	4940
4073	21713	4935
4074	21718	4929
4075	21723	4924
4076	21728	4919
4077	21733	4913
4078	21739	4908
4079	21744	4903
4080	21749	4897
4081	21755	4892
4082	21760	4887
4083	21765	4881
4084	21771	4876
4085	21777	4871
4086	21782	4866
4087	21788	4860
4088	21794	4855
4089	21799	4850
4090	21804	4844
4091	21809	4839
4092	21814	4834
4093	21819	4828
4094	21825	4823
4095	21830	4818
4096	21835	4812
4097	21841	4807
4098	21846	4802
4099	21851	4796
4100	21856	4791
4101	21863	4786
4102	21868	4780
4103	21873	4775
4104	21878	4770
4105	21883	4764
4106	21888	4759
4107	21894	4754
4108	21899	4748
4109	21904	4743
4110	21910	4738
4111	21915	4732
4112	21921	4727
4113	21926	4722
4114	21931	4716
4115	21936	4711
4116	21941	4705
4117	21947	4700
4118	21952	4695
4119	21957	4689
4120	21962	4684
4121	21968	4679
4122	21973	4673
4123	21979	4668
4124	21984	4663
4125	21989	4658
4126	21994	4652
4127	22000	4647
4128	22006	4642
4129	22011	4636
4130	22016	4631
4131	22022	4626
4132	22028	4621
4133	22033	4615
4134	22038	4610
4135	22044	4604
4136	22049	4599
4137	22054	4594
4138	22060	4588
4139	22065	4583
4140	22070	4578
4141	22075	4572
4142	22081	4567
4143	22086	4562
4144	22092	4556
4145	22097	4551
4146	22103	4546
4147	22108	4541
4148	22113	4535
4149	22118	4530
4150	22123	4524
4151	22128	4519
4152	22133	4514
4153	22139	4508
4154	22144	4503
4155	22150	4498
4156	22155	4492
4157	22160	4487
4158	22166	4482
4159	22171	4476
4160	22176	4471
4161	22182	4466
4162	22187	4461
4163	22194	4455
4164	22199	4450
4165	22205	4445
4166	22210	4439
4167	22216	4434
4168	22222	4429
4169	22227	4424
4170	22232	4418
4171	22237	4413
4172	22243	4408
4173	22248	4402
4174	22253	4397
4175	22258	4392
4176	22264	4386
4177	22269	4381
4178	22274	4375
4179	22279	4370
4180	22284	4365
4181	22290	4359
4182	22295	4354
4183	22300	4349
4184	22305	4343
4185	22310	4338
4186	22315	4333
4187	22320	4327
4188	22325	4322
4189	22330	4316
4190	22335	4311
4191	22341	4306
4192	22346	4300
4193	22353	4295
4194	22359	4290
4195	22365	4285
4196	22371	4280
4197	22377	4275
4198	22383	4269
4199	22389	4264
4200	22395	4259
4201	22401	4254
4202	22406	4248
4203	22411	4243
4204	22416	4238
4205	22422	4232
4206	22427	4227
4207	22432	4222
4208	22437	4216
4209	22442	4211
4210	22447	4205
4211	22452	4200
4212	22457	4195
4213	22462	4189
4214	22468	4184
4215	22473	4179
4216	22478	4173
4217	22483	4168
4218	22488	4162
4219	22493	4157
4220	22498	4152
4221	22503	4146
4222	22509	4141
4223	22514	4136
4224	22519	4130
4225	22525	4125
4226	22530	4120
4227	22535	4114
4228	22540	4109
4229	22546	4104
4230	22551	4098
4231	22556	4093
4232	22561	4088
4233	22567	4082
4234	22572	4077
4235	22577	4072
4236	22582	4066
4237	22588	4061
4238	22593	4056
4239	22599	4050
4240	22604	4045
4241	22609	4040
4242	22614	4034
4243	22619	4029
4244	22624	4023
4245	22630	4018
4246	22635	4013
4247	22640	4007
4248	22645	4002
4249	22650	3997
4250	22656	3991
4251	22661	3986
4252	22667	3981
4253	22672	3975
4254	22677	3970
4255	22682	3965
4256	22687	3959
4257	22693	3954
4258	22698	3949
4259	22703	3943
4260	22709	3938
4261	22714	3933
4262	22719	3927
4263	22724	3922
4264	22729	3917
4265	22734	3911
4266	22739	3906
4267	22745	3900
4268	22751	3895
4269	22756	3890
4270	22761	3885
4271	22766	3879
4272	22771	3874
4273	22777	3869
4274	22783	3863
4275	22788	3858
4276	22793	3853
4277	22798	3847
4278	22803	3842
4279	22808	3836
4280	22813	3831
4281	22818	3826
4282	22824	3820
4283	22829	3815
4284	22834	3810
4285	22839	3804
4286	22844	3799
4287	22849	3794
4288	22855	3788
4289	22860	3783
4290	22865	3778
4291	22871	3772
4292	22876	3767
4293	22881	3762
4294	22886	3756
4295	22892	3751
4296	22897	3746
4297	22902	3740
4298	22907	3735
4299	22912	3729
4300	22918	3724
4301	22924	3719
4302	22929	3714
4303	22934	3708
4304	22940	3703
4305	22945	3698
4306	22950	3692
4307	22956	3687
4308	22961	3682
4309	22966	3676
4310	22972	3671
4311	22978	3666
4312	22983	3660
4313	22988	3655
4314	22994	3650
4315	22999	3645
4316	23004	3639
4317	23010	3634
4318	23015	3628
4319	23020	3623
4320	23025	3618
4321	23031	3612
4322	23036	3607
4323	23042	3602
4324	23047	3596
4325	23052	3591
4326	23057	3586
4327	23063	3580
4328	23068	3575
4329	23073	3570
4330	23078	3564
4331	23084	3559
4332	23089	3554
4333	23095	3548
4334	23100	3543
4335	23105	3538
4336	23111	3533
4337	23117	3527
4338	23122	3522
4339	23128	3517
4340	23133	3511
4341	23138	3506
4342	23143	3501
4343	23148	3495
4344	23153	3490
4345	23159	3485
4346	23165	3479
4347	23171	3474
4348	23177	3469
4349	23183	3464
4350	23188	3458
4351	23194	3453
4352	23200	3448
4353	23205	3443
4354	23211	3437
4355	23216	3432
4356	23221	3426
4357	23226	3421
4358	23231	3416
4359	23236	3410
4360	23241	3405
4361	23247	3400
4362	23252	3394
4363	23257	3389
4364	23262	3384
4365	23267	3378
4366	23272	3373
4367	23277	3368
4368	23283	3362
4369	23288	3357
4370	23293	3351
4371	23298	3346
4372	23303	3341
4373	23308	3335
4374	23313	3330
4375	23318	3325
4376	23323	3319
4377	23328	3314
4378	23334	3309
4379	23339	3303
4380	23344	3298
4381	23349	3292
4382	23354	3287
4383	23359	3282
4384	23364	3276
4385	23369	3271
4386	23374	3266
4387	23380	3260
4388	23386	3255
4389	23391	3250
4390	23398	3245
4391	23404	3239
4392	23410	3234
4393	23416	3229
4394	23422	3224
4395	23427	3218
4396	23434	3213
4397	23439	3208
4398	23445	3203
4399	23450	3197
4400	23455	3192
4401	23460	3187
4402	23465	3181
4403	23470	3176
4404	23476	3171
4405	23481	3165
4406	23485	3160
4407	23491	3154
4408	23497	3149
4409	23502	3144
4410	23507	3138
4411	23513	3133
4412	23518	3128
4413	23523	3123
4414	23529	3117
4415	23534	3112
4416	23539	3106
4417	23544	3101
4418	23549	3096
4419	23554	3090
4420	23559	3085
4421	23565	3080
4422	23570	3074
4423	23575	3069
4424	23580	3064
4425	23585	3058
4426	23590	3053
4427	23595	3048
4428	23600	3042
4429	23605	3037
4430	23611	3031
4431	23616	3026
4432	23621	3021
4433	23626	3015
4434	23631	3010
4435	23636	3005
4436	23642	2999
4437	23646	2994
4438	23651	2989
4439	23656	2983
4440	23661	2978
4441	23667	2973
4442	23672	2967
4443	23678	2962
4444	23684	2957
4445	23689	2951
4446	23694	2946
4447	23699	2941
4448	23705	2935
4449	23710	2930
4450	23716	2925
4451	23721	2919
4452	23727	2914
4453	23733	2909
4454	23738	2904
4455	23743	2898
4456	23749	2893
4457	23754	2888
4458	23759	2882
4459	23765	2877
4460	23770	2872
4461	23776	2866
4462	23781	2861
4463	23786	2856
4464	23792	2850
4465	23797	2845
4466	23802	2840
4467	23807	2834
4468	23813	2829
4469	23818	2824
4470	23823	2818
4471	23828	2813
4472	23833	2807
4473	23838	2802
4474	23844	2797
4475	23849	2792
4476	23854	2786
4477	23860	2781
4478	23865	2776
4479	23870	2770
4480	23876	2765
4481	23881	2760
4482	23886	2754
4483	23892	2749
4484	23897	2744
4485	23903	2738
4486	23908	2733
4487	23913	2728
4488	23919	2722
4489	23924	2717
4490	23930	2712
4491	23935	2706
4492	23940	2701
4493	23946	2696
4494	23951	2690
4495	23956	2685
4496	23962	2680
4497	23967	2674
4498	23972	2669
4499	23978	2664
4500	23983	2658
4501	23988	2653
4502	23993	2648
4503	23998	2642
4504	24003	2637
4505	24009	2632
4506	24014	2626
4507	24020	2621
4508	24026	2616
4509	24031	2610
4510	24036	2605
4511	24041	2600
4512	24047	2594
4513	24052	2589
4514	24057	2584
4515	24062	2578
4516	24068	2573
4517	24074	2568
4518	24079	2562
4519	24084	2557
4520	24090	2552
4521	24095	2546
4522	24100	2541
4523	24106	2536
4524	24111	2531
4525	24117	2525
4526	24122	2520
4527	24127	2515
4528	24132	2509
4529	24138	2504
4530	24143	2499
4531	24149	2493
4532	24155	2488
4533	24160	2483
4534	24166	2477
4535	24171	2472
4536	24177	2467
4537	24183	2462
4538	24189	2456
4539	24194	2451
4540	24199	2446
4541	24204	2440
4542	24209	2435
4543	24214	2430
4544	24220	2424
4545	24225	2419
4546	24229	2413
4547	24234	2408
4548	24240	2403
4549	24245	2397
4550	24250	2392
4551	24255	2387
4552	24260	2381
4553	24265	2376
4554	24270	2371
4555	24276	2365
4556	24281	2360
4557	24286	2355
4558	24291	2349
4559	24296	2344
4560	24301	2339
4561	24306	2333
4562	24312	2328
4563	24317	2323
4564	24322	2317
4565	24327	2312
4566	24332	2306
4567	24337	2301
4568	24342	2296
4569	24347	2290
4570	24352	2285
4571	24357	2280
4572	24363	2274
4573	24368	2269
4574	24373	2264
4575	24379	2258
4576	24384	2253
4577	24389	2248
4578	24394	2242
4579	24400	2237
4580	24405	2232
4581	24410	2226
4582	24415	2221
4583	24420	2216
4584	24425	2210
4585	24432	2205
4586	24438	2200
4587	24443	2195
4588	24449	2189
4589	24455	2184
4590	24462	2179
4591	24468	2174
4592	24474	2168
4593	24480	2163
4594	24485	2158
4595	24491	2152
4596	24496	2147
4597	24501	2142
4598	24506	2136
4599	24511	2131
4600	24516	2126
4601	24521	2120
4602	24526	2115
4603	24531	2110
4604	24537	2104
4605	24542	2099
4606	24547	2094
4607	24553	2088
4608	24558	2083
4609	24563	2078
4610	24568	2072
4611	24573	2067
4612	24578	2062
4613	24583	2056
4614	24588	2051
4615	24594	2045
4616	24599	2040
4617	24604	2035
4618	24609	2029
4619	24614	2024
4620	24619	2019
4621	24624	2013
4622	24629	2008
4623	24635	2003
4624	24640	1997
4625	24645	1992
4626	24650	1987
4627	24655	1981
4628	24660	1976
4629	24666	1971
4630	24671	1965
4631	24677	1960
4632	24682	1955
4633	24687	1949
4634	24693	1944
4635	24698	1939
4636	24703	1933
4637	24710	1928
4638	24715	1923
4639	24720	1917
4640	24725	1912
4641	24730	1907
4642	24735	1901
4643	24740	1896
4644	24745	1891
4645	24751	1885
4646	24757	1880
4647	24762	1875
4648	24767	1869
4649	24773	1864
4650	24779	1859
4651	24784	1854
4652	24789	1848
4653	24795	1843
4654	24800	1838
4655	24805	1832
4656	24811	1827
4657	24816	1822
4658	24822	1816
4659	24827	1811
4660	24832	1806
4661	24837	1800
4662	24842	1795
4663	24847	1790
4664	24853	1784
4665	24858	1779
4666	24863	1774
4667	24869	1768
4668	24874	1763
4669	24879	1758
4670	24884	1752
4671	24889	1747
4672	24894	1742
4673	24900	1736
4674	24905	1731
4675	24910	1726
4676	24916	1720
4677	24922	1715
4678	24927	1710
4679	24932	1704
4680	24937	1699
4681	24943	1694
4682	24948	1688
4683	24953	1683
4684	24959	1678
4685	24963	1672
4686	24969	1667
4687	24974	1662
4688	24980	1656
4689	24985	1651
4690	24991	1646
4691	24996	1640
4692	25001	1635
4693	25007	1630
4694	25012	1624
4695	25017	1619
4696	25023	1614
4697	25029	1608
4698	25034	1603
4699	25039	1598
4700	25044	1592
4701	25050	1587
4702	25055	1582
4703	25060	1576
4704	25065	1571
4705	25071	1566
4706	25076	1560
4707	25081	1555
4708	25086	1550
4709	25092	1544
4710	25097	1539
4711	25102	1534
4712	25107	1528
4713	25113	1523
4714	25118	1518
4715	25124	1513
4716	25129	1507
4717	25135	1502
4718	25140	1497
4719	25146	1491
4720	25151	1486
4721	25157	1481
4722	25162	1475
4723	25167	1470
4724	25172	1465
4725	25177	1459
4726	25182	1454
4727	25188	1449
4728	25193	1443
4729	25198	1438
4730	25203	1433
4731	25208	1427
4732	25213	1422
4733	25218	1417
4734	25223	1411
4735	25228	1406
4736	25233	1400
4737	25238	1395
4738	25243	1390
4739	25249	1384
4740	25254	1379
4741	25259	1374
4742	25264	1368
4743	25269	1363
4744	25274	1358
4745	25279	1352
4746	25285	1347
4747	25290	1342
4748	25295	1336
4749	25300	1331
4750	25306	1326
4751	25311	1320
4752	25316	1315
4753	25320	1310
4754	25325	1304
4755	25331	1299
4756	25336	1294
4757	25341	1288
4758	25346	1283
4759	25351	1278
4760	25356	1272
4761	25362	1267
4762	25367	1262
4763	25372	1256
4764	25377	1251
4765	25382	1246
4766	25388	1240
4767	25393	1235
4768	25398	1230
4769	25402	1224
4770	25407	1219
4771	25412	1214
4772	25417	1208
4773	25423	1203
4774	25428	1198
4775	25433	1192
4776	25438	1187
4777	25443	1182
4778	25448	1176
4779	25454	1171
4780	25459	1166
4781	25464	1160
4782	25470	1155
4783	25476	1150
4784	25482	1144
4785	25488	1139
4786	25494	1134
4787	25501	1129
4788	25507	1123
4789	25513	1118
