iter	Passed	Remaining
1682	8975	17690
1683	8980	17684
1684	8986	17679
1685	8991	17674
1686	8996	17668
1687	9002	17663
1688	9008	17658
1689	9013	17653
1690	9018	17648
1691	9024	17643
1692	9029	17637
1693	9034	17632
1694	9039	17626
1695	9045	17620
1696	9050	17615
1697	9055	17610
1698	9061	17604
1699	9066	17600
1700	9072	17594
1701	9077	17589
1702	9082	17584
1703	9088	17578
1704	9093	17573
1705	9098	17568
1706	9104	17563
1707	9108	17556
1708	9114	17551
1709	9119	17544
1710	9124	17539
1711	9129	17533
1712	9134	17528
1713	9139	17522
1714	9145	17517
1715	9150	17511
1716	9154	17504
1717	9160	17498
1718	9165	17493
1719	9170	17487
1720	9174	17480
1721	9179	17473
1722	9184	17468
1723	9189	17462
1724	9195	17457
1725	9200	17452
1726	9205	17447
1727	9211	17441
1728	9216	17436
1729	9221	17430
1730	9226	17424
1731	9231	17419
1732	9237	17413
1733	9242	17407
1734	9247	17402
1735	9253	17397
1736	9258	17392
1737	9263	17385
1738	9268	17380
1739	9273	17374
1740	9278	17368
1741	9284	17363
1742	9289	17358
1743	9295	17353
1744	9300	17348
1745	9305	17342
1746	9310	17337
1747	9316	17332
1748	9321	17326
1749	9327	17321
1750	9332	17316
1751	9337	17310
1752	9342	17305
1753	9348	17299
1754	9353	17293
1755	9358	17288
1756	9363	17283
1757	9368	17277
1758	9373	17271
1759	9379	17266
1760	9384	17261
1761	9390	17256
1762	9395	17250
1763	9400	17245
1764	9406	17240
1765	9411	17234
1766	9416	17229
1767	9421	17223
1768	9426	17217
1769	9432	17213
1770	9437	17207
1771	9443	17202
1772	9448	17197
1773	9454	17192
1774	9459	17187
1775	9464	17181
1776	9470	17176
1777	9475	17171
1778	9481	17166
1779	9487	17163
1780	9493	17158
1781	9499	17153
1782	9504	17149
1783	9510	17144
1784	9516	17140
1785	9522	17135
1786	9528	17131
1787	9533	17126
1788	9538	17120
1789	9543	17114
1790	9549	17109
1791	9554	17103
1792	9558	17096
1793	9563	17091
1794	9569	17085
1795	9574	17080
1796	9579	17074
1797	9584	17068
1798	9589	17063
1799	9594	17057
1800	9600	17052
1801	9605	17046
1802	9610	17041
1803	9616	17035
1804	9621	17030
1805	9626	17024
1806	9631	17019
1807	9636	17013
1808	9641	17008
1809	9646	17001
1810	9651	16996
1811	9657	16991
1812	9663	16986
1813	9668	16980
1814	9673	16975
1815	9678	16969
1816	9683	16963
1817	9689	16958
1818	9694	16953
1819	9699	16947
1820	9705	16943
1821	9710	16937
1822	9715	16931
1823	9720	16925
1824	9725	16920
1825	9730	16914
1826	9735	16908
1827	9740	16902
1828	9745	16896
1829	9751	16891
1830	9756	16885
1831	9760	16878
1832	9766	16873
1833	9771	16867
1834	9776	16862
1835	9781	16856
1836	9785	16849
1837	9790	16843
1838	9796	16838
1839	9801	16832
1840	9806	16827
1841	9810	16820
1842	9816	16814
1843	9821	16810
1844	9827	16804
1845	9832	16799
1846	9837	16794
1847	9843	16789
1848	9848	16783
1849	9853	16777
1850	9859	16773
1851	9865	16769
1852	9871	16765
1853	9877	16760
1854	9883	16756
1855	9889	16752
1856	9896	16749
1857	9901	16744
1858	9907	16739
1859	9912	16733
1860	9917	16728
1861	9923	16723
1862	9928	16717
1863	9932	16711
1864	9938	16705
1865	9943	16700
1866	9948	16694
1867	9953	16689
1868	9959	16684
1869	9964	16679
1870	9970	16673
1871	9975	16668
1872	9980	16662
1873	9986	16657
1874	9991	16652
1875	9997	16647
1876	10002	16641
1877	10007	16636
1878	10012	16631
1879	10017	16624
1880	10022	16618
1881	10027	16613
1882	10033	16608
1883	10038	16602
1884	10043	16597
1885	10049	16592
1886	10054	16586
1887	10059	16581
1888	10065	16576
1889	10070	16570
1890	10075	16564
1891	10080	16559
1892	10085	16553
1893	10090	16548
1894	10096	16542
1895	10101	16537
1896	10106	16531
1897	10111	16525
1898	10116	16519
1899	10121	16513
1900	10126	16507
1901	10131	16502
1902	10137	16497
1903	10142	16492
1904	10147	16487
1905	10153	16481
1906	10158	16476
1907	10162	16469
1908	10168	16464
1909	10173	16458
1910	10179	16453
1911	10184	16448
1912	10189	16443
1913	10194	16437
1914	10199	16431
1915	10205	16426
1916	10210	16420
1917	10215	16415
1918	10220	16409
1919	10226	16405
1920	10232	16400
1921	10237	16395
1922	10243	16390
1923	10248	16384
1924	10253	16379
1925	10259	16374
1926	10263	16367
1927	10269	16362
1928	10273	16356
1929	10278	16350
1930	10284	16345
1931	10289	16339
1932	10294	16334
1933	10300	16328
1934	10305	16323
1935	10311	16318
1936	10316	16313
1937	10321	16307
1938	10327	16303
1939	10331	16296
1940	10337	16291
1941	10342	16286
1942	10348	16281
1943	10353	16276
1944	10358	16269
1945	10363	16263
1946	10367	16257
1947	10373	16251
1948	10378	16246
1949	10383	16241
1950	10388	16235
1951	10394	16230
1952	10399	16225
1953	10404	16218
1954	10409	16212
1955	10414	16206
1956	10419	16202
1957	10424	16195
1958	10429	16190
1959	10434	16184
1960	10440	16179
1961	10445	16174
1962	10451	16169
1963	10456	16164
1964	10462	16158
1965	10467	16154
1966	10473	16149
1967	10478	16144
1968	10484	16139
1969	10490	16134
1970	10495	16129
1971	10501	16124
1972	10506	16119
1973	10512	16114
1974	10517	16109
1975	10522	16102
1976	10527	16096
1977	10532	16091
1978	10536	16084
1979	10541	16078
1980	10546	16073
1981	10552	16067
1982	10557	16062
1983	10562	16057
1984	10567	16051
1985	10572	16045
1986	10577	16039
1987	10582	16033
1988	10587	16028
1989	10593	16022
1990	10598	16017
1991	10602	16010
1992	10607	16004
1993	10612	15998
1994	10617	15993
1995	10623	15988
1996	10628	15982
1997	10633	15976
1998	10638	15971
1999	10643	15965
2000	10648	15959
2001	10653	15954
2002	10659	15948
2003	10664	15942
2004	10669	15937
2005	10674	15932
2006	10679	15926
2007	10684	15920
2008	10689	15914
2009	10694	15909
2010	10699	15903
2011	10704	15897
2012	10709	15891
2013	10714	15885
2014	10719	15880
2015	10725	15874
2016	10730	15869
2017	10735	15863
2018	10740	15858
2019	10745	15851
2020	10750	15846
2021	10756	15841
2022	10761	15836
2023	10766	15831
2024	10771	15824
2025	10776	15819
2026	10781	15813
2027	10787	15808
2028	10792	15802
2029	10797	15797
2030	10802	15791
2031	10807	15785
2032	10812	15780
2033	10818	15774
2034	10822	15768
2035	10828	15764
2036	10834	15759
2037	10838	15752
2038	10843	15747
2039	10848	15741
2040	10854	15736
2041	10859	15731
2042	10865	15725
2043	10870	15720
2044	10875	15714
2045	10880	15708
2046	10885	15703
2047	10891	15699
2048	10897	15694
2049	10903	15690
2050	10909	15685
2051	10916	15682
2052	10922	15678
2053	10928	15674
2054	10934	15670
2055	10940	15665
2056	10945	15660
2057	10951	15655
2058	10956	15650
2059	10962	15645
2060	10968	15641
2061	10973	15636
2062	10979	15630
2063	10984	15625
2064	10990	15620
2065	10995	15614
2066	11000	15608
2067	11005	15603
2068	11010	15597
2069	11015	15592
2070	11021	15586
2071	11026	15581
2072	11031	15575
2073	11036	15570
2074	11041	15564
2075	11046	15558
2076	11051	15553
2077	11056	15547
2078	11061	15541
2079	11066	15536
2080	11072	15531
2081	11077	15526
2082	11082	15520
2083	11087	15514
2084	11093	15509
2085	11097	15503
2086	11103	15498
2087	11108	15492
2088	11113	15487
2089	11118	15481
2090	11124	15476
2091	11129	15470
2092	11134	15465
2093	11139	15459
2094	11145	15454
2095	11149	15448
2096	11155	15442
2097	11160	15437
2098	11165	15431
2099	11170	15425
2100	11174	15419
2101	11180	15414
2102	11185	15408
2103	11190	15403
2104	11195	15397
2105	11201	15392
2106	11206	15386
2107	11211	15381
2108	11217	15376
2109	11222	15370
2110	11227	15365
2111	11232	15359
2112	11238	15354
2113	11243	15349
2114	11248	15344
2115	11254	15338
2116	11259	15333
2117	11264	15328
2118	11270	15322
2119	11275	15317
2120	11281	15312
2121	11286	15307
2122	11291	15302
2123	11297	15297
2124	11302	15291
2125	11308	15286
2126	11313	15281
2127	11318	15275
2128	11322	15268
2129	11327	15263
2130	11333	15257
2131	11338	15252
2132	11343	15247
2133	11349	15242
2134	11354	15236
2135	11359	15231
2136	11364	15225
2137	11370	15220
2138	11375	15215
2139	11380	15209
2140	11385	15203
2141	11390	15198
2142	11396	15193
2143	11401	15187
2144	11407	15183
2145	11412	15177
2146	11417	15172
2147	11423	15166
2148	11428	15161
2149	11434	15156
2150	11439	15151
2151	11445	15146
2152	11451	15142
2153	11457	15138
2154	11462	15133
2155	11468	15128
2156	11474	15123
2157	11479	15118
2158	11485	15113
2159	11490	15107
2160	11495	15101
2161	11500	15096
2162	11505	15090
2163	11510	15084
2164	11515	15079
2165	11520	15073
2166	11526	15068
2167	11531	15063
2168	11537	15058
2169	11542	15053
2170	11547	15047
2171	11553	15042
2172	11558	15037
2173	11563	15031
2174	11568	15026
2175	11574	15020
2176	11579	15015
2177	11584	15009
2178	11589	15003
2179	11594	14998
2180	11599	14993
2181	11605	14987
2182	11610	14982
2183	11615	14977
2184	11621	14972
2185	11627	14967
2186	11632	14961
2187	11637	14957
2188	11643	14951
2189	11648	14946
2190	11653	14940
2191	11659	14935
2192	11664	14930
2193	11669	14924
2194	11675	14919
2195	11680	14914
2196	11685	14908
2197	11690	14903
2198	11696	14898
2199	11701	14893
2200	11706	14887
2201	11712	14882
2202	11717	14876
2203	11722	14871
2204	11728	14866
2205	11733	14860
2206	11738	14855
2207	11744	14850
2208	11749	14845
2209	11754	14839
2210	11759	14833
2211	11764	14827
2212	11769	14821
2213	11774	14816
2214	11779	14810
2215	11784	14804
2216	11789	14799
2217	11794	14794
2218	11800	14788
2219	11805	14783
2220	11810	14777
2221	11816	14772
2222	11822	14768
2223	11827	14763
2224	11833	14758
2225	11839	14753
2226	11844	14748
2227	11849	14742
2228	11854	14736
2229	11859	14730
2230	11864	14725
2231	11869	14719
2232	11874	14714
2233	11880	14709
2234	11885	14703
2235	11890	14697
2236	11895	14692
2237	11900	14686
2238	11905	14681
2239	11910	14675
2240	11915	14669
2241	11920	14663
2242	11926	14659
2243	11932	14654
2244	11938	14650
2245	11944	14646
2246	11950	14641
2247	11957	14638
2248	11963	14634
2249	11969	14629
2250	11976	14625
2251	11982	14621
2252	11987	14615
2253	11992	14610
2254	11997	14605
2255	12003	14599
2256	12008	14594
2257	12013	14588
2258	12018	14583
2259	12024	14577
2260	12029	14572
2261	12034	14567
2262	12040	14562
2263	12045	14556
2264	12050	14551
2265	12055	14545
2266	12061	14540
2267	12066	14534
2268	12071	14529
2269	12076	14523
2270	12081	14518
2271	12087	14512
2272	12092	14507
2273	12097	14502
2274	12103	14497
2275	12108	14492
2276	12114	14486
2277	12119	14481
2278	12124	14476
2279	12129	14470
2280	12134	14465
2281	12140	14459
2282	12145	14454
2283	12150	14448
2284	12156	14443
2285	12161	14438
2286	12166	14432
2287	12171	14427
2288	12177	14422
2289	12182	14416
2290	12187	14411
2291	12193	14406
2292	12198	14400
2293	12203	14395
2294	12208	14390
2295	12214	14384
2296	12219	14379
2297	12225	14374
2298	12230	14369
2299	12236	14364
2300	12241	14358
2301	12246	14353
2302	12251	14348
2303	12256	14342
2304	12262	14336
2305	12267	14331
2306	12272	14325
2307	12277	14320
2308	12283	14315
2309	12288	14310
2310	12293	14304
2311	12299	14299
2312	12304	14294
2313	12310	14289
2314	12315	14283
2315	12321	14278
2316	12326	14273
2317	12331	14267
2318	12336	14262
2319	12341	14256
2320	12347	14251
2321	12352	14246
2322	12358	14241
2323	12363	14235
2324	12368	14230
2325	12373	14224
2326	12378	14219
2327	12384	14214
2328	12389	14208
2329	12395	14203
2330	12400	14198
2331	12405	14193
2332	12411	14188
2333	12417	14183
2334	12423	14178
2335	12428	14173
2336	12434	14168
2337	12440	14164
2338	12446	14160
2339	12452	14155
2340	12458	14150
2341	12463	14145
2342	12468	14139
2343	12473	14134
2344	12479	14128
2345	12484	14123
2346	12490	14118
2347	12494	14112
2348	12500	14107
2349	12505	14101
2350	12511	14096
2351	12516	14091
2352	12521	14085
2353	12526	14080
2354	12531	14075
2355	12536	14069
2356	12541	14063
2357	12546	14058
2358	12552	14052
2359	12557	14047
2360	12562	14041
2361	12567	14036
2362	12573	14031
2363	12578	14025
2364	12583	14020
2365	12588	14014
2366	12594	14009
2367	12599	14003
2368	12604	13998
2369	12609	13992
2370	12614	13987
2371	12619	13981
2372	12624	13976
2373	12630	13970
2374	12634	13964
2375	12639	13959
2376	12645	13953
2377	12650	13948
2378	12655	13942
2379	12660	13937
2380	12665	13931
2381	12671	13926
2382	12676	13921
2383	12681	13916
2384	12687	13910
2385	12692	13904
2386	12697	13899
2387	12702	13894
2388	12707	13888
2389	12712	13883
2390	12718	13877
2391	12723	13872
2392	12728	13866
2393	12733	13861
2394	12738	13855
2395	12743	13850
2396	12749	13845
2397	12754	13839
2398	12760	13834
2399	12765	13829
2400	12770	13823
2401	12775	13818
2402	12781	13812
2403	12786	13807
2404	12791	13801
2405	12796	13796
2406	12801	13790
2407	12806	13785
2408	12811	13779
2409	12817	13774
2410	12822	13769
2411	12828	13764
2412	12833	13759
2413	12839	13754
2414	12844	13748
2415	12849	13743
2416	12854	13737
2417	12860	13732
2418	12865	13727
2419	12870	13721
2420	12876	13717
2421	12882	13711
2422	12887	13706
2423	12892	13700
2424	12897	13695
2425	12902	13689
2426	12907	13684
2427	12912	13678
2428	12917	13672
2429	12921	13666
2430	12926	13660
2431	12932	13655
2432	12938	13651
2433	12943	13645
2434	12948	13640
2435	12954	13634
2436	12959	13629
2437	12963	13623
2438	12970	13619
2439	12976	13614
2440	12982	13610
2441	12989	13606
2442	12995	13601
2443	13001	13597
2444	13007	13593
2445	13014	13588
2446	13019	13583
2447	13025	13578
2448	13030	13572
2449	13035	13567
2450	13040	13562
2451	13045	13556
2452	13051	13551
2453	13056	13546
2454	13062	13540
2455	13067	13535
2456	13072	13530
2457	13078	13525
2458	13083	13519
2459	13088	13514
2460	13094	13509
2461	13099	13504
2462	13105	13498
2463	13110	13493
2464	13115	13488
2465	13121	13483
2466	13126	13478
2467	13131	13472
2468	13136	13466
2469	13142	13461
2470	13147	13456
2471	13152	13450
2472	13158	13445
2473	13163	13440
2474	13169	13435
2475	13174	13429
2476	13179	13424
2477	13184	13419
2478	13190	13413
2479	13195	13408
2480	13200	13403
2481	13206	13397
2482	13211	13392
2483	13216	13387
2484	13221	13381
2485	13227	13376
2486	13232	13370
2487	13238	13365
2488	13243	13360
2489	13248	13355
2490	13254	13350
2491	13259	13344
2492	13264	13339
2493	13270	13334
2494	13275	13328
2495	13280	13322
2496	13285	13317
2497	13290	13311
2498	13295	13306
2499	13300	13300
2500	13306	13295
2501	13311	13290
2502	13317	13285
2503	13322	13279
2504	13327	13274
2505	13332	13269
2506	13338	13263
2507	13343	13258
2508	13348	13252
2509	13353	13247
2510	13358	13241
2511	13363	13236
2512	13368	13230
2513	13374	13225
2514	13379	13219
2515	13384	13214
2516	13390	13209
2517	13396	13204
2518	13401	13199
2519	13407	13194
2520	13412	13189
2521	13419	13185
2522	13425	13180
2523	13431	13176
2524	13437	13171
2525	13442	13165
2526	13447	13160
2527	13452	13154
2528	13457	13149
2529	13463	13144
2530	13469	13139
2531	13474	13133
2532	13479	13128
2533	13485	13123
2534	13490	13117
2535	13495	13112
2536	13501	13107
2537	13506	13101
2538	13511	13096
2539	13516	13090
2540	13521	13085
2541	13526	13079
2542	13532	13074
2543	13537	13069
2544	13542	13063
2545	13547	13058
2546	13553	13052
2547	13558	13047
2548	13563	13041
2549	13568	13036
2550	13573	13030
2551	13578	13025
2552	13584	13020
2553	13588	13014
2554	13594	13008
2555	13599	13003
2556	13604	12997
2557	13609	12991
2558	13614	12986
2559	13619	12980
2560	13624	12975
2561	13629	12969
2562	13634	12964
2563	13639	12958
2564	13645	12953
2565	13650	12948
2566	13655	12942
2567	13660	12937
2568	13665	12931
2569	13670	12926
2570	13676	12920
2571	13681	12915
2572	13686	12909
2573	13691	12904
2574	13696	12898
2575	13701	12893
2576	13706	12887
2577	13711	12882
2578	13716	12876
2579	13721	12870
2580	13727	12865
2581	13732	12860
2582	13738	12855
2583	13742	12849
2584	13748	12844
2585	13753	12838
2586	13758	12832
2587	13763	12827
2588	13768	12822
2589	13774	12816
2590	13779	12811
2591	13785	12806
2592	13790	12801
2593	13795	12795
2594	13801	12790
2595	13806	12785
2596	13811	12779
2597	13816	12774
2598	13822	12769
2599	13827	12763
2600	13832	12757
2601	13836	12752
2602	13842	12746
2603	13847	12741
2604	13852	12735
2605	13857	12730
2606	13862	12724
2607	13867	12718
2608	13872	12713
2609	13877	12707
2610	13882	12702
2611	13887	12696
2612	13892	12691
2613	13898	12686
2614	13903	12680
2615	13908	12675
2616	13914	12670
2617	13920	12665
2618	13925	12659
2619	13930	12654
2620	13936	12649
2621	13941	12644
2622	13946	12638
2623	13952	12633
2624	13957	12628
2625	13963	12623
2626	13968	12618
2627	13973	12612
2628	13978	12607
2629	13984	12601
2630	13989	12596
2631	13994	12590
2632	14000	12585
2633	14005	12580
2634	14011	12576
2635	14018	12571
2636	14024	12567
2637	14030	12562
2638	14036	12558
2639	14042	12553
2640	14048	12548
2641	14055	12544
2642	14061	12540
2643	14067	12535
2644	14072	12529
2645	14077	12524
2646	14082	12518
2647	14087	12513
2648	14093	12507
2649	14098	12502
2650	14103	12497
2651	14108	12491
2652	14114	12486
2653	14119	12480
2654	14124	12475
2655	14129	12469
2656	14135	12464
2657	14140	12459
2658	14145	12453
2659	14150	12448
2660	14156	12443
2661	14161	12437
2662	14166	12432
2663	14172	12427
2664	14177	12421
2665	14182	12416
2666	14187	12410
2667	14192	12405
2668	14198	12399
2669	14202	12394
2670	14208	12389
2671	14213	12384
2672	14219	12378
2673	14224	12373
2674	14230	12368
2675	14235	12362
2676	14240	12357
2677	14245	12351
2678	14251	12346
2679	14256	12341
2680	14261	12336
2681	14267	12330
2682	14272	12325
2683	14277	12320
2684	14282	12314
2685	14288	12309
2686	14293	12304
2687	14299	12298
2688	14304	12293
2689	14309	12287
2690	14314	12282
2691	14319	12277
2692	14325	12271
2693	14330	12266
2694	14334	12260
2695	14340	12255
2696	14345	12249
2697	14350	12243
2698	14355	12238
2699	14360	12232
2700	14366	12228
2701	14371	12222
2702	14377	12217
2703	14382	12212
2704	14387	12207
2705	14393	12202
2706	14399	12196
2707	14404	12191
2708	14410	12186
2709	14416	12181
2710	14421	12176
2711	14426	12170
2712	14431	12165
2713	14436	12160
2714	14442	12154
2715	14447	12149
2716	14452	12143
2717	14457	12138
2718	14462	12132
2719	14467	12127
2720	14472	12121
2721	14478	12116
2722	14483	12110
2723	14488	12105
2724	14493	12100
2725	14499	12094
2726	14504	12089
2727	14509	12084
2728	14514	12078
2729	14519	12073
2730	14525	12067
2731	14530	12062
2732	14535	12056
2733	14540	12051
2734	14546	12046
2735	14551	12041
2736	14556	12035
2737	14562	12030
2738	14567	12025
2739	14572	12019
2740	14577	12014
2741	14582	12008
2742	14587	12002
2743	14592	11997
2744	14598	11992
2745	14603	11986
2746	14608	11981
2747	14614	11976
2748	14619	11970
2749	14624	11965
2750	14629	11959
2751	14634	11954
2752	14640	11949
2753	14645	11944
2754	14651	11939
2755	14656	11933
2756	14661	11928
2757	14666	11922
2758	14672	11917
2759	14677	11912
2760	14682	11906
2761	14687	11900
2762	14692	11895
2763	14697	11889
2764	14702	11884
2765	14707	11878
2766	14712	11873
2767	14717	11867
2768	14723	11862
2769	14728	11857
2770	14734	11852
2771	14739	11846
2772	14744	11841
2773	14749	11835
2774	14754	11830
2775	14759	11824
2776	14764	11819
2777	14769	11813
2778	14774	11808
2779	14780	11802
2780	14785	11797
2781	14790	11791
2782	14795	11786
2783	14800	11781
2784	14806	11775
2785	14811	11770
2786	14816	11764
2787	14821	11759
2788	14827	11754
2789	14832	11749
2790	14837	11743
2791	14843	11738
2792	14848	11733
2793	14853	11727
2794	14858	11722
2795	14864	11717
2796	14869	11711
2797	14874	11706
2798	14880	11700
2799	14884	11695
2800	14890	11689
2801	14896	11685
2802	14901	11680
2803	14907	11674
2804	14912	11669
2805	14917	11664
2806	14923	11658
2807	14928	11653
2808	14932	11647
2809	14938	11642
2810	14943	11636
2811	14948	11631
2812	14954	11626
2813	14959	11621
2814	14964	11615
2815	14970	11610
2816	14975	11605
2817	14981	11599
2818	14986	11594
2819	14991	11589
2820	14997	11584
2821	15002	11578
2822	15007	11573
2823	15012	11567
2824	15017	11562
2825	15023	11557
2826	15028	11551
2827	15033	11546
2828	15038	11541
2829	15044	11535
2830	15049	11530
2831	15055	11525
2832	15061	11521
2833	15067	11516
2834	15073	11511
2835	15080	11506
2836	15086	11502
2837	15092	11497
2838	15099	11493
2839	15105	11488
2840	15110	11483
2841	15115	11477
2842	15120	11472
2843	15126	11467
2844	15131	11461
2845	15137	11456
2846	15143	11451
2847	15148	11446
2848	15154	11441
2849	15159	11436
2850	15164	11430
2851	15169	11425
2852	15175	11419
2853	15180	11414
2854	15185	11409
2855	15191	11404
2856	15196	11398
2857	15202	11393
2858	15207	11388
2859	15213	11383
2860	15218	11377
2861	15223	11372
2862	15228	11366
2863	15234	11362
2864	15239	11356
2865	15244	11350
2866	15250	11345
2867	15255	11340
2868	15260	11334
2869	15265	11329
2870	15270	11323
2871	15275	11318
2872	15281	11313
2873	15286	11307
2874	15291	11302
2875	15296	11297
2876	15301	11291
2877	15307	11286
2878	15312	11280
2879	15317	11275
2880	15323	11270
2881	15328	11265
2882	15334	11259
2883	15339	11254
2884	15345	11249
2885	15350	11244
2886	15356	11239
2887	15361	11234
2888	15367	11228
2889	15372	11223
2890	15378	11218
2891	15383	11213
2892	15389	11208
2893	15394	11202
2894	15399	11196
2895	15404	11191
2896	15409	11185
2897	15414	11180
2898	15418	11174
2899	15424	11169
2900	15429	11163
2901	15434	11158
2902	15438	11152
2903	15443	11146
2904	15449	11141
2905	15454	11136
2906	15459	11130
2907	15464	11125
2908	15469	11119
2909	15474	11113
2910	15479	11108
2911	15484	11102
2912	15489	11097
2913	15494	11091
2914	15499	11086
2915	15504	11080
2916	15508	11074
2917	15514	11069
2918	15518	11063
2919	15523	11058
2920	15529	11052
2921	15534	11047
2922	15539	11041
2923	15544	11036
2924	15550	11031
2925	15555	11025
2926	15560	11020
2927	15566	11015
2928	15571	11010
2929	15576	11004
2930	15582	10999
2931	15587	10993
2932	15592	10988
2933	15596	10982
2934	15601	10977
2935	15607	10971
2936	15612	10966
2937	15617	10961
2938	15622	10955
2939	15627	10950
2940	15632	10944
2941	15637	10938
2942	15642	10933
2943	15647	10927
2944	15652	10921
2945	15657	10916
2946	15662	10911
2947	15667	10905
2948	15672	10900
2949	15678	10894
2950	15683	10889
2951	15688	10884
2952	15693	10878
2953	15699	10873
2954	15703	10867
2955	15708	10862
2956	15714	10856
2957	15719	10851
2958	15724	10846
2959	15729	10840
2960	15734	10835
2961	15740	10830
2962	15745	10824
2963	15750	10819
2964	15755	10813
2965	15761	10808
2966	15766	10803
2967	15771	10797
2968	15776	10792
2969	15781	10786
2970	15786	10781
2971	15791	10775
2972	15797	10770
2973	15802	10765
2974	15807	10759
2975	15813	10754
2976	15818	10749
2977	15824	10744
2978	15830	10739
2979	15835	10734
2980	15841	10729
2981	15846	10723
2982	15852	10718
2983	15856	10712
2984	15862	10707
2985	15867	10702
2986	15873	10697
2987	15878	10692
2988	15884	10687
2989	15889	10681
2990	15895	10676
2991	15900	10671
2992	15906	10666
2993	15911	10660
2994	15916	10655
2995	15922	10650
2996	15927	10644
2997	15932	10639
2998	15937	10634
2999	15943	10628
3000	15949	10623
3001	15954	10618
3002	15959	10613
3003	15965	10607
3004	15970	10602
3005	15975	10597
3006	15980	10591
3007	15986	10586
3008	15991	10581
3009	15996	10575
3010	16002	10570
3011	16007	10565
3012	16012	10559
3013	16017	10554
3014	16022	10548
3015	16027	10543
3016	16033	10538
3017	16038	10532
3018	16043	10527
3019	16049	10522
3020	16054	10517
3021	16059	10511
3022	16065	10506
3023	16070	10501
3024	16076	10496
3025	16081	10491
3026	16086	10485
3027	16092	10480
3028	16098	10475
3029	16104	10470
3030	16110	10466
3031	16116	10461
3032	16122	10456
3033	16129	10451
3034	16135	10446
3035	16140	10441
3036	16146	10436
3037	16152	10431
3038	16157	10426
3039	16162	10420
3040	16168	10415
3041	16173	10410
3042	16179	10405
3043	16184	10399
3044	16190	10394
3045	16195	10389
3046	16200	10384
3047	16206	10378
3048	16211	10373
3049	16216	10368
3050	16222	10362
3051	16227	10357
3052	16232	10351
3053	16237	10346
3054	16242	10341
3055	16248	10335
3056	16253	10330
3057	16258	10325
3058	16263	10319
3059	16268	10314
3060	16274	10308
3061	16279	10303
3062	16284	10298
3063	16290	10293
3064	16296	10288
3065	16301	10282
3066	16306	10277
3067	16311	10272
3068	16317	10266
3069	16323	10262
3070	16329	10257
3071	16334	10251
3072	16340	10246
3073	16346	10241
3074	16352	10236
3075	16357	10231
3076	16363	10226
3077	16368	10221
3078	16373	10215
3079	16379	10210
3080	16384	10204
3081	16389	10199
3082	16394	10194
3083	16399	10188
3084	16405	10183
3085	16410	10177
3086	16415	10172
3087	16421	10167
3088	16426	10162
3089	16431	10156
3090	16436	10151
3091	16441	10145
3092	16446	10140
3093	16452	10135
3094	16458	10130
3095	16463	10124
3096	16468	10119
3097	16473	10113
3098	16478	10108
3099	16484	10103
3100	16488	10097
3101	16494	10092
3102	16499	10086
3103	16504	10081
3104	16509	10076
3105	16515	10070
3106	16520	10065
3107	16526	10060
3108	16531	10054
3109	16536	10049
3110	16541	10044
3111	16547	10038
3112	16552	10033
3113	16557	10028
3114	16563	10022
3115	16568	10017
3116	16573	10011
3117	16578	10006
3118	16583	10000
3119	16588	9995
3120	16593	9990
3121	16598	9984
3122	16604	9979
3123	16609	9974
3124	16614	9968
3125	16619	9963
3126	16624	9957
3127	16630	9952
3128	16635	9947
3129	16640	9941
3130	16646	9936
3131	16651	9931
3132	16656	9925
3133	16661	9920
3134	16667	9915
3135	16672	9909
3136	16677	9904
3137	16682	9898
3138	16687	9893
3139	16692	9887
3140	16697	9882
3141	16703	9877
3142	16707	9871
3143	16713	9866
3144	16719	9861
3145	16725	9856
3146	16731	9851
3147	16736	9846
3148	16741	9840
3149	16746	9835
3150	16752	9830
3151	16757	9824
3152	16762	9819
3153	16767	9813
3154	16772	9808
3155	16778	9803
3156	16783	9797
3157	16788	9792
3158	16793	9787
3159	16799	9781
3160	16804	9776
3161	16810	9771
3162	16814	9765
3163	16819	9760
3164	16825	9754
3165	16830	9749
3166	16836	9744
3167	16841	9739
3168	16846	9733
3169	16851	9728
3170	16857	9723
3171	16862	9717
3172	16867	9712
3173	16872	9707
3174	16878	9701
3175	16883	9696
3176	16888	9691
3177	16893	9685
3178	16899	9680
3179	16904	9674
3180	16909	9669
3181	16915	9664
3182	16920	9658
3183	16926	9653
3184	16931	9648
3185	16936	9643
3186	16942	9638
3187	16947	9632
3188	16952	9627
3189	16957	9621
3190	16963	9616
3191	16968	9611
3192	16973	9605
3193	16978	9600
3194	16984	9595
3195	16989	9590
3196	16995	9584
3197	17000	9579
3198	17005	9574
3199	17011	9569
3200	17016	9563
3201	17022	9558
3202	17027	9552
3203	17032	9547
3204	17037	9542
3205	17042	9536
3206	17048	9531
3207	17053	9526
3208	17058	9520
3209	17063	9515
3210	17069	9509
3211	17074	9504
3212	17079	9499
3213	17085	9494
3214	17090	9488
3215	17095	9483
3216	17100	9478
3217	17106	9472
3218	17111	9467
3219	17116	9461
3220	17121	9456
3221	17126	9451
3222	17132	9445
3223	17137	9440
3224	17143	9435
3225	17149	9430
3226	17155	9425
3227	17161	9420
3228	17167	9416
3229	17174	9411
3230	17180	9406
3231	17186	9401
3232	17191	9396
3233	17196	9390
3234	17202	9385
3235	17207	9380
