iter	MAPE	RMSE	R2	MAE
38	0.02240801742	0.4067000809	0.8246235191	0.2981325992
39	0.02208987105	0.4013367623	0.829218541	0.293885068
40	0.02178568156	0.3961792804	0.8335796805	0.2898116537
41	0.02148858778	0.3914830177	0.8375017499	0.2858677048
42	0.0212047339	0.3866641943	0.8414775598	0.2820878689
43	0.02092815984	0.38205281	0.8452361125	0.2784038889
44	0.02065125116	0.37767225	0.8487647652	0.2747108549
45	0.02039621614	0.3735320126	0.852062427	0.2712951597
46	0.02015720203	0.3697477597	0.8550447543	0.2680969987
47	0.01993150096	0.3659436505	0.8580121229	0.2650863482
48	0.01971179211	0.3622697933	0.8608487601	0.2621334108
49	0.01949491778	0.3587404183	0.863546885	0.2592183447
50	0.01928437637	0.3551458429	0.8662677028	0.2564130261
51	0.01908533409	0.3518112997	0.8687671978	0.2537353641
52	0.01888556942	0.3486959935	0.8710810533	0.251057216
53	0.01871256067	0.345743467	0.8732550107	0.2487459491
54	0.01854387192	0.3429743691	0.87527711	0.2465014444
55	0.0183654573	0.3400548824	0.8773914199	0.2441121523
56	0.01821256756	0.3374211567	0.8792832725	0.2420537606
57	0.01804232012	0.3348300765	0.8811301382	0.2397858694
58	0.01791484248	0.332573486	0.8827269881	0.2380812099
59	0.01776857259	0.3303789186	0.8842695909	0.2361298174
60	0.01763871438	0.3282389322	0.8857639926	0.2343974067
61	0.01749787009	0.3259946228	0.8873208125	0.23252401
62	0.01736573968	0.3238271716	0.8888141791	0.2307380833
63	0.01723529429	0.3216306391	0.8903174191	0.229013916
64	0.01710575939	0.3195826281	0.8917097986	0.2272554166
65	0.01700701988	0.317703901	0.8929792651	0.2259134206
66	0.01689635746	0.3158844036	0.8942015753	0.2243912979
67	0.01680671493	0.3141667799	0.8953490066	0.2231895896
68	0.01670520025	0.3124337237	0.8965004066	0.2218311534
69	0.01661441722	0.3109105337	0.8975071177	0.2205745214
70	0.01651067618	0.3092149374	0.8986219894	0.2191929139
71	0.01641815159	0.3076157401	0.899667891	0.2179784979
72	0.01633028926	0.3061315002	0.9006337561	0.2168007889
73	0.01625674945	0.3047633364	0.9015199472	0.2158223621
74	0.01618879208	0.3034789178	0.9023482822	0.2148864427
75	0.01610727687	0.3021381201	0.9032092447	0.2137684289
76	0.01603111411	0.3008098884	0.9040583793	0.2127432251
77	0.01596248408	0.2996359195	0.9048057795	0.2118024927
78	0.01588211782	0.2983351693	0.9056304813	0.2107434355
79	0.01582438428	0.2972276916	0.9063298165	0.2099534829
80	0.01576239248	0.2961119955	0.9070317115	0.2091430158
81	0.01570975663	0.2950719911	0.9076836111	0.2084200324
82	0.01565029662	0.2940593176	0.9083161749	0.2075997614
83	0.0155946109	0.2930742619	0.9089294009	0.2068528101
84	0.01554603482	0.2921463743	0.909505156	0.2061880923
85	0.01549015161	0.2911429341	0.9101257369	0.2054644659
86	0.01543917154	0.2902208497	0.9106941204	0.2047898502
87	0.015388502	0.2893654272	0.9112198006	0.2040939065
88	0.01533935979	0.2885076225	0.9117453864	0.2034543616
89	0.01529431241	0.2876899883	0.912244907	0.2028353491
90	0.01525520705	0.2869142086	0.9127175465	0.2022902591
91	0.01522154499	0.286243466	0.913125164	0.2018347144
92	0.01516912469	0.2853844562	0.9136458003	0.2011098245
93	0.01512489977	0.2846763424	0.9140738035	0.2005152709
94	0.01508415574	0.283935241	0.9145206066	0.1999680939
95	0.01504271138	0.2832378442	0.9149399969	0.1994082699
96	0.01499603714	0.2824107295	0.9154360581	0.1987932422
97	0.01495138472	0.2816796448	0.9158733176	0.1981712869
98	0.01492060259	0.2811048494	0.9162163051	0.1977646916
99	0.01489355779	0.280472825	0.916592633	0.1974069389
100	0.01486320994	0.2798575286	0.9169581869	0.1970141109
101	0.01482433786	0.2791765559	0.9173618237	0.1965101262
102	0.01479622905	0.2786338418	0.9176828056	0.1961246156
103	0.01476891136	0.278140202	0.9179742207	0.1957480004
104	0.01474565243	0.2776414498	0.918268129	0.1954555021
105	0.01470728977	0.2770697081	0.9186044001	0.1949412602
106	0.01468455314	0.2766014986	0.9188792623	0.1946350136
107	0.01465655186	0.2761302521	0.919155438	0.1942500312
108	0.01463358323	0.2756974484	0.9194086692	0.1939497919
109	0.01459839936	0.2751589842	0.9197231674	0.1934710484
110	0.01457762766	0.2747518432	0.919960556	0.193179396
111	0.01455066777	0.2742956739	0.9202261137	0.1928117822
112	0.01452682739	0.2737897379	0.9205201267	0.1924968283
113	0.01450529406	0.2733923296	0.9207506908	0.1922007022
114	0.01448317885	0.2729895226	0.9209840453	0.1919078825
115	0.01444977571	0.2724935892	0.9212708772	0.1914430206
116	0.01442860085	0.2721579834	0.9214646849	0.1911548583
117	0.01441179486	0.2717806358	0.9216823127	0.1909194425
118	0.0143847513	0.2713251128	0.9219446244	0.1905692431
119	0.0143631498	0.2709295104	0.9221720738	0.1902587442
120	0.01434304164	0.2705575069	0.9223856525	0.1899985645
121	0.01432214448	0.2701447086	0.9226223093	0.1897263648
122	0.0143065863	0.2698493839	0.9227913968	0.1895063485
123	0.0142900162	0.2694955868	0.9229937191	0.1892707656
124	0.01427514878	0.2691630165	0.9231836606	0.1890814895
125	0.0142594595	0.2688436799	0.9233658232	0.1888840684
126	0.01423634716	0.2684297946	0.9236015985	0.1885839872
127	0.01421980636	0.2681422794	0.9237651715	0.1883608577
128	0.01420333553	0.2678624961	0.9239241774	0.188141054
129	0.01418738966	0.2675779001	0.9240857482	0.1879332887
130	0.01417271376	0.2673195631	0.9242322625	0.1877297879
131	0.01414805325	0.2669734781	0.9244283208	0.1873939788
132	0.01412884738	0.2666746803	0.9245973863	0.1871209774
133	0.01411875394	0.2664549275	0.9247216059	0.1869760936
134	0.01409582507	0.2661020779	0.9249208468	0.186654321
135	0.01408024723	0.2657715069	0.9251072683	0.186435701
136	0.01406923373	0.2655403377	0.9252374957	0.186287222
137	0.01405487398	0.2653217558	0.9253605279	0.1860938849
138	0.0140367796	0.265033027	0.925522888	0.1858604885
139	0.01401639957	0.2646878957	0.9257167329	0.1855793665
140	0.01400245578	0.2644200177	0.9258670139	0.1853886397
141	0.01399083113	0.2641836205	0.9259995077	0.185234938
142	0.01398015002	0.2639696879	0.9261193085	0.1850946217
143	0.01396660738	0.2637707359	0.9262306332	0.1849039869
144	0.01395203711	0.2634767874	0.9263949601	0.1847178395
145	0.01394259953	0.2632445742	0.9265246454	0.1846018123
146	0.01393203427	0.2630311292	0.9266437482	0.1844530777
147	0.01391609082	0.2627558901	0.9267971897	0.1842412643
148	0.01390387703	0.2625579919	0.9269074156	0.1840721466
149	0.01389510508	0.2623656061	0.9270144915	0.1839569777
150	0.01388731394	0.2621758729	0.9271200143	0.183858061
151	0.01387642842	0.26201585	0.9272089538	0.183713155
152	0.01386509218	0.2617471161	0.9273581921	0.1835658049
153	0.01384874134	0.2614890199	0.9275013786	0.1833422069
154	0.01383523233	0.2613065159	0.9276025428	0.1831629763
155	0.0138219702	0.2611101379	0.9277113187	0.1829790974
156	0.01380634174	0.2608152963	0.9278744811	0.1827737603
157	0.01379562197	0.2606224285	0.9279811125	0.1826307005
158	0.01377275903	0.2603327019	0.9281411463	0.1823181291
159	0.01375665083	0.2601006213	0.9282692102	0.1820970955
160	0.01374091702	0.2598484987	0.928408204	0.1818830078
161	0.01373122781	0.2596548415	0.9285148746	0.1817559472
162	0.01372574464	0.2594867835	0.9286073802	0.1816837451
163	0.01371317393	0.2592841151	0.928718857	0.1815152745
164	0.01370463395	0.2591375765	0.9287994056	0.1813968195
165	0.01369599386	0.2589952925	0.9288775719	0.1812815751
166	0.01368763045	0.2588108224	0.9289788501	0.1811689847
167	0.01367750478	0.2585879093	0.9291011381	0.1810276447
168	0.01366724339	0.2583864002	0.9292115934	0.1808887843
169	0.01366014111	0.2582268553	0.9292989853	0.1808010774
170	0.01364985143	0.2580394562	0.9294015657	0.1806668506
171	0.01364337331	0.2578961711	0.9294799482	0.1805863164
172	0.01363392534	0.2577261715	0.9295728882	0.1804560795
173	0.0136218816	0.2575132516	0.9296892065	0.18029312
174	0.0136166241	0.2573954995	0.9297534933	0.1802260138
175	0.01360363388	0.2571571196	0.9298835468	0.1800526565
176	0.01359731672	0.2570396925	0.9299475676	0.1799627235
177	0.01358495823	0.2568620213	0.9300443775	0.1797869729
178	0.0135733507	0.2566841579	0.9301412251	0.1796268413
179	0.0135613956	0.2564955279	0.9302438619	0.1794612319
180	0.013551704	0.2563088431	0.930345366	0.1793386026
181	0.0135411076	0.2561611277	0.9304256293	0.1791944378
182	0.01352416983	0.2559361553	0.9305477824	0.1789660792
183	0.01351856553	0.2558436717	0.930597967	0.1788904459
184	0.01350961454	0.255673655	0.9306901764	0.1787727817
185	0.01348852968	0.2554087457	0.9308337289	0.1784848069
186	0.01348374279	0.2553060404	0.9308893442	0.1784200136
187	0.0134785554	0.2551579238	0.9309695105	0.1783500411
188	0.01346988335	0.2549913995	0.9310595841	0.1782358267
189	0.01346167824	0.2548345548	0.9311443682	0.1781234766
190	0.0134426227	0.2545884882	0.9312772772	0.1778662925
191	0.01343627244	0.2544990885	0.9313255332	0.1777801738
192	0.01342791843	0.2543219656	0.9314210902	0.1776683757
193	0.01341787931	0.2541884837	0.9314930592	0.1775349328
194	0.01340860001	0.2540428925	0.931571514	0.1774103707
195	0.01340452295	0.2539643957	0.9316137949	0.1773547774
196	0.01339384232	0.2537383813	0.9317354607	0.1772118105
197	0.01338821632	0.2536369317	0.9317900368	0.1771368125
198	0.01338167795	0.2535186177	0.9318536577	0.1770506684
199	0.01337440314	0.2533833778	0.9319263439	0.1769513892
200	0.0133676411	0.2532260108	0.9320108736	0.1768613037
201	0.01336021835	0.253089413	0.9320842047	0.1767666789
202	0.01334516157	0.2529061291	0.9321825365	0.1765633133
203	0.0133342005	0.252729731	0.9322771067	0.1764140484
204	0.01332651629	0.2526130899	0.9323396039	0.1763078199
205	0.0133168312	0.2524395539	0.9324325324	0.1761813958
206	0.01330791583	0.2522594757	0.9325288968	0.1760639936
207	0.01329815425	0.2520876684	0.9326207711	0.1759314445
208	0.01329174128	0.2519411957	0.9326990482	0.1758488413
209	0.01328399748	0.2518305584	0.9327581442	0.1757374737
210	0.01327434388	0.2516949722	0.9328305311	0.1756049865
211	0.01326589255	0.2515303821	0.9329183502	0.1754957885
212	0.01326256326	0.2514552756	0.9329584051	0.1754523303
213	0.01325841305	0.2513410905	0.9330192781	0.175396883
214	0.0132510848	0.2512065158	0.9330909855	0.1753036861
215	0.01324251107	0.2511003354	0.9331475359	0.1751846628
216	0.01323291189	0.2509572324	0.9332237131	0.1750543307
217	0.01322248551	0.2508138983	0.9332999698	0.1749160738
218	0.0132184061	0.2507432576	0.9333375361	0.1748607533
219	0.01321375145	0.2506554249	0.9333842302	0.1747988111
220	0.01320583237	0.2505408751	0.9334451033	0.174689859
221	0.01319688627	0.2503893862	0.9335255635	0.1745703393
222	0.01319278568	0.2502896411	0.9335785144	0.1745170553
223	0.01318540495	0.2501973295	0.9336275004	0.1744196417
224	0.01317437736	0.2500394584	0.9337112342	0.1742695139
225	0.01316552745	0.249923671	0.9337726136	0.1741458631
226	0.01315951433	0.2498242309	0.9338253044	0.1740611447
227	0.01315487546	0.2497393148	0.9338702828	0.1739949125
228	0.01314573177	0.2495908217	0.9339488999	0.1738762685
229	0.01313844457	0.2494631216	0.9340164711	0.1737784685
230	0.01312841463	0.249302643	0.9341013376	0.1736415057
231	0.01312264871	0.2491963721	0.9341575073	0.1735635562
232	0.01311596264	0.2490667855	0.934225968	0.1734762946
233	0.01311091254	0.2489687588	0.934277732	0.1734070994
234	0.01310635887	0.2488816883	0.9343236933	0.1733469794
235	0.01309938407	0.2487867043	0.9343738136	0.1732506759
236	0.01309295849	0.2486696462	0.9344355554	0.1731692134
237	0.01308875505	0.2485661922	0.9344900976	0.173112379
238	0.01308418376	0.2484970966	0.934526513	0.1730495887
239	0.01307421238	0.2483426508	0.9346078738	0.1729151177
240	0.01306754961	0.2482352584	0.9346644174	0.172824705
241	0.01306071074	0.2481188946	0.934725657	0.1727373174
242	0.01305800499	0.2480655568	0.9347537179	0.1726995262
243	0.01305457383	0.2480098164	0.9347830363	0.1726532606
244	0.01304974864	0.2479222525	0.93482908	0.1725850611
245	0.01304556112	0.2478595545	0.9348620385	0.1725263672
246	0.01304150314	0.247798512	0.9348941187	0.1724698934
247	0.01303847227	0.2477004872	0.934945618	0.1724301583
248	0.01303605538	0.2476586795	0.9349675763	0.1723981076
249	0.01303052248	0.2475803647	0.9350086991	0.1723262768
250	0.01302427084	0.2474598446	0.9350719581	0.1722433044
251	0.01301615457	0.2473398729	0.9351348987	0.1721353227
252	0.0130141699	0.2472812092	0.9351656643	0.1721107318
253	0.01301208526	0.2472269704	0.9351941028	0.1720817604
254	0.01300731801	0.247158456	0.9352300173	0.172018486
255	0.01300192464	0.2470544424	0.9352845211	0.1719455681
256	0.01299994933	0.2470139228	0.9353057475	0.1719181269
257	0.01299346845	0.2469026799	0.9353640046	0.1718288855
258	0.0129885856	0.246793865	0.9354209648	0.171766029
259	0.01298373484	0.2467077806	0.9354660087	0.1717050084
260	0.01297782323	0.246637916	0.9355025539	0.1716234711
261	0.01297582733	0.2465878551	0.9355287338	0.171595515
262	0.01297007571	0.2465209769	0.9355637002	0.1715158219
263	0.01296354482	0.2464126626	0.9356203107	0.1714317132
264	0.0129570656	0.2462715614	0.9356940199	0.1713459306
265	0.0129516131	0.2461687657	0.9357476924	0.1712701339
266	0.01294516138	0.2460745434	0.9357968687	0.1711824055
267	0.01294296022	0.2460156793	0.9358275814	0.171153156
268	0.01293919954	0.2459555348	0.9358589546	0.1711016824
269	0.01293167331	0.2458413864	0.9359184768	0.1710055709
270	0.01292504889	0.2457607468	0.9359605092	0.1709108054
271	0.01291860606	0.2456720541	0.9360067234	0.1708249939
272	0.01291136318	0.245572807	0.9360584172	0.1707285332
273	0.01290676678	0.2454992445	0.9360967195	0.170665381
274	0.01290195821	0.2454024827	0.9361470836	0.170604534
275	0.01289468696	0.2452894813	0.9362058752	0.1705113706
276	0.01288444296	0.2451623261	0.9362719984	0.1703732288
277	0.01287799644	0.2450434333	0.9363337938	0.1702912142
278	0.01287272561	0.2449547508	0.9363798678	0.1702251992
279	0.01286593752	0.244851441	0.9364335201	0.1701343101
280	0.0128619973	0.2447905611	0.9364651265	0.1700820346
281	0.01285942344	0.244720211	0.9365016397	0.1700448047
282	0.01285419108	0.2446254682	0.9365507967	0.1699792634
283	0.0128537549	0.2446042181	0.9365618196	0.1699729582
284	0.01284870807	0.244499537	0.9366161061	0.1699076061
285	0.01284517723	0.2444391136	0.9366474305	0.1698602223
286	0.0128399767	0.2443458803	0.9366957488	0.1697922827
287	0.01283476276	0.2441922843	0.93677531	0.1697217203
288	0.01283156174	0.2441177894	0.9368138796	0.1696823173
289	0.01282312882	0.2440076718	0.9368708712	0.1695689196
290	0.01281716724	0.2439012568	0.9369259221	0.1694871178
291	0.01281428029	0.2438392061	0.9369580113	0.1694466474
292	0.01281379658	0.2438240138	0.9369658666	0.1694402581
293	0.01280988666	0.2437695031	0.936994048	0.1693871856
294	0.01280430485	0.243694377	0.937032877	0.1693113281
295	0.01280167165	0.2436508891	0.9370553483	0.1692741802
296	0.01279497852	0.2435425289	0.9371113233	0.1691888365
297	0.0127917255	0.2434906948	0.9371380901	0.1691468834
298	0.01278811722	0.243434626	0.9371670373	0.1690993815
299	0.01278320954	0.2433287217	0.9372216954	0.1690345775
300	0.01277799961	0.2432199035	0.9372778326	0.1689670928
301	0.01277187197	0.2431315283	0.9373234051	0.1688841814
302	0.01276702788	0.2430476499	0.9373666435	0.1688192185
303	0.01276015861	0.2429002766	0.9374425766	0.1687279807
304	0.01275789792	0.2428397803	0.9374737336	0.1686955655
305	0.01275137601	0.2426897898	0.9375509487	0.1686093808
306	0.01274537878	0.2425952968	0.9375995692	0.1685329934
307	0.01273685056	0.2424756702	0.9376610948	0.1684190412
308	0.01273183426	0.2424055109	0.9376971646	0.1683545106
309	0.0127272174	0.2423153284	0.9377435132	0.1682905004
310	0.01272294425	0.2422204864	0.937792238	0.1682345111
311	0.01271957362	0.2421570741	0.9378248051	0.1681901104
312	0.01271826891	0.2421227224	0.9378424439	0.1681718173
313	0.01271443277	0.2420506667	0.9378794346	0.1681241681
314	0.01271340058	0.2420159313	0.9378972624	0.1681102606
315	0.0127096708	0.2419593846	0.9379262795	0.1680605352
316	0.01270311383	0.2418317621	0.9379917444	0.1679745999
317	0.01269761167	0.2417431768	0.9380371645	0.1679046606
318	0.01269307301	0.2416438932	0.9380880501	0.1678482271
319	0.01269142472	0.2416089172	0.9381059713	0.1678250357
320	0.01268532217	0.2414912968	0.9381662193	0.1677437402
321	0.01267953264	0.2413937615	0.938216157	0.1676618621
322	0.01267868481	0.2413769395	0.9382247678	0.1676494346
323	0.01267657323	0.2413346308	0.9382464219	0.1676223605
324	0.0126742869	0.2412943934	0.9382670123	0.1675931335
325	0.01267194425	0.2412495796	0.9382899406	0.1675633371
326	0.01266411199	0.2411489476	0.9383414119	0.1674598496
327	0.01266271986	0.2411017518	0.9383655442	0.1674389004
328	0.01266129334	0.2410650441	0.9383843105	0.1674188078
329	0.01265478455	0.2409812777	0.938427124	0.1673341697
330	0.01265216135	0.2409450316	0.938445645	0.1672973846
331	0.01264878882	0.2408709045	0.9384835138	0.1672564791
332	0.01264688218	0.2408456354	0.9384964202	0.1672304927
333	0.01264019301	0.2407578283	0.9385412578	0.167143119
334	0.01263404772	0.2406504912	0.9385960459	0.1670575604
335	0.01263017753	0.2405697875	0.9386372234	0.1670057567
336	0.01262831264	0.2405161464	0.9386645851	0.1669817096
337	0.0126243061	0.2404185247	0.9387143651	0.1669299953
338	0.01262298549	0.2403939817	0.9387268771	0.1669118381
339	0.01261844013	0.2403003238	0.938774612	0.1668471237
340	0.0126164671	0.2402670248	0.9387915792	0.1668215208
341	0.01261338904	0.2401895686	0.938831037	0.1667794328
342	0.01260920102	0.2401180114	0.9388674784	0.1667238763
343	0.01260713312	0.240071916	0.9388909474	0.1666954861
344	0.01260223485	0.2399705646	0.9389425334	0.1666310052
345	0.0125991883	0.2399184067	0.9389690724	0.1665914297
346	0.0125938863	0.2398380051	0.939009971	0.1665208367
347	0.0125932856	0.2398223946	0.9390179101	0.1665126064
348	0.0125867861	0.2397113343	0.9390743779	0.166423613
349	0.01258611752	0.2396840289	0.9390882571	0.1664144745
350	0.01257981008	0.2396025775	0.9391296491	0.166331185
351	0.01257603489	0.2395349945	0.9391639828	0.1662827321
352	0.01257206994	0.2394581049	0.9392030327	0.1662281709
353	0.01257070864	0.2394281954	0.9392182195	0.1662120102
354	0.01257026564	0.2394151441	0.9392248458	0.166206091
355	0.01256437727	0.2393295131	0.9392683126	0.1661255634
356	0.01255961623	0.2392394454	0.9393140147	0.1660620682
357	0.01255432694	0.2391565187	0.9393560781	0.1659898751
358	0.01254744421	0.2390745388	0.939397647	0.165900144
359	0.01254208833	0.2389981781	0.9394363537	0.1658278551
360	0.01254130912	0.2389824977	0.9394443005	0.1658171562
361	0.01253706169	0.2389015454	0.9394853185	0.165759438
362	0.01253136507	0.2387917638	0.9395409219	0.1656842977
363	0.01252879525	0.238733796	0.9395702718	0.1656504318
364	0.0125252054	0.238646246	0.939614586	0.1656028567
365	0.01252293214	0.2386125727	0.9396316257	0.1655716789
366	0.01251856978	0.2385173266	0.9396798102	0.1655159184
367	0.01251320125	0.2384291936	0.939724379	0.1654404462
368	0.01251241363	0.2384148828	0.9397316144	0.1654300844
369	0.0125080679	0.238335774	0.9397716033	0.1653725766
370	0.01250308397	0.2382532836	0.9398132873	0.1653024872
371	0.01250281195	0.2382418684	0.9398190545	0.1652987831
372	0.01249827176	0.2381680963	0.9398563191	0.1652376754
373	0.01249321066	0.2380654206	0.9399081645	0.1651707318
374	0.01248788851	0.2379997652	0.939941305	0.1650987233
375	0.01248275892	0.2379300825	0.9399764684	0.1650294488
376	0.01247736116	0.2378111438	0.9400364637	0.1649554669
377	0.01247245381	0.2377419829	0.9400713361	0.1648912059
378	0.01247183731	0.2377131221	0.9400858854	0.1648820146
379	0.01246845805	0.23765775	0.9401137945	0.1648371787
380	0.0124651452	0.2375883255	0.9401487773	0.1647925469
381	0.01246187178	0.2375184881	0.9401839578	0.1647498718
382	0.01245643451	0.2374245398	0.9402312678	0.1646778522
383	0.01245087953	0.2373280272	0.9402798497	0.1646014454
384	0.01244762205	0.2372418546	0.94032321	0.1645580037
385	0.01244445687	0.2371756037	0.9403565354	0.1645175184
386	0.01244041681	0.237113187	0.9403879236	0.1644643259
387	0.01243728731	0.2370443963	0.9404225076	0.1644248101
388	0.01243718547	0.2370365908	0.9404264311	0.1644230992
389	0.01243356833	0.2369671179	0.9404613468	0.1643736944
390	0.01243347033	0.2369593637	0.9404652432	0.164372052
391	0.01242974295	0.236876032	0.9405071091	0.1643239153
392	0.01242964649	0.2368685599	0.9405108624	0.1643223
393	0.01242705762	0.2368002226	0.940545183	0.1642898319
394	0.01242696277	0.2367930722	0.9405487736	0.1642882477
395	0.01242240002	0.2366999938	0.9405955025	0.1642279583
396	0.0124179872	0.2366077675	0.9406417854	0.1641702496
397	0.01241310458	0.2365306601	0.9406804672	0.1641066508
398	0.01240965896	0.2364898865	0.9407009167	0.1640576488
399	0.01240690024	0.2364277586	0.9407320694	0.1640228612
400	0.01240569732	0.2364027335	0.9407446153	0.1640075557
401	0.01240084001	0.2363104538	0.940790867	0.1639427176
402	0.01239707741	0.2362289027	0.9408317262	0.1638943767
403	0.01239255112	0.236144677	0.9408739107	0.1638310991
404	0.01238980899	0.2360809535	0.9409058167	0.1637916763
405	0.01238680537	0.2360210132	0.9409358206	0.1637531609
406	0.01238224229	0.2359441236	0.9409742975	0.1636896916
407	0.01237944202	0.2358836219	0.9410045648	0.1636523806
408	0.01237934381	0.2358770586	0.9410078478	0.1636507752
409	0.01237714023	0.2358493087	0.9410217273	0.1636218483
410	0.01237477994	0.235786384	0.941053194	0.1635924941
411	0.01237110223	0.2357294122	0.9410816766	0.1635447866
412	0.01236892524	0.2356770502	0.9411078484	0.1635176033
413	0.01236600782	0.23561111	0.9411407987	0.1634790176
414	0.0123629719	0.2355528995	0.9411698789	0.1634387181
415	0.01236149391	0.2355274249	0.9411826029	0.1634195377
416	0.01235834993	0.235469385	0.9412115875	0.1633778245
417	0.01235480525	0.2354120935	0.9412401914	0.1633281489
418	0.01235112593	0.2353527366	0.9412698191	0.1632799541
419	0.01234803463	0.235294971	0.9412986453	0.1632369145
420	0.01234515023	0.2352148465	0.9413386174	0.1631995077
421	0.01234049628	0.2351549671	0.9413684808	0.1631382794
422	0.01233683971	0.235086437	0.9414026493	0.1630911977
423	0.01233675073	0.2350803066	0.9414057053	0.1630897704
424	0.01233471484	0.2350248266	0.9414333591	0.1630642319
425	0.01233462672	0.235018926	0.9414362998	0.163062822
426	0.01233151279	0.2349432588	0.9414740044	0.1630227668
427	0.01232814417	0.2348744123	0.9415082996	0.1629751062
428	0.01232624644	0.2348489194	0.9415209962	0.1629492728
429	0.01232147075	0.2347791713	0.9415557265	0.1628838425
430	0.01231607709	0.234712116	0.9415891063	0.1628111368
431	0.0123159909	0.2347064776	0.9415919126	0.1628097593
432	0.0123135712	0.2346512279	0.9416194078	0.1627772762
433	0.01230751032	0.2345816122	0.9416540431	0.1626941141
434	0.01230745358	0.2345763352	0.9416566681	0.1626932109
435	0.01230351737	0.2345263847	0.9416815125	0.1626391193
436	0.01229989574	0.2344589219	0.941715059	0.1625899626
437	0.0122996609	0.2344462107	0.9417213787	0.1625863358
438	0.01229508691	0.2343844653	0.941752072	0.1625238239
439	0.01229183529	0.234323218	0.9417825097	0.1624796728
440	0.01228998411	0.2342697231	0.9418090882	0.1624555921
441	0.01228849762	0.2342352783	0.9418261986	0.1624352335
442	0.01228702752	0.2341921259	0.941847631	0.1624167859
443	0.01228445436	0.2341195527	0.9418836668	0.1623835515
444	0.01228151285	0.2340658514	0.9419103247	0.1623464451
445	0.01228008043	0.2340370184	0.9419246351	0.1623282218
446	0.01227785393	0.2339735352	0.9419561371	0.1623001468
447	0.01227574792	0.233931204	0.9419771381	0.1622732538
448	0.01227239898	0.2338673537	0.9420088079	0.1622297693
449	0.01226966794	0.2338157081	0.9420344177	0.1621957676
450	0.01226466846	0.2337363366	0.9420737653	0.1621285797
451	0.01226144582	0.233676572	0.9421033841	0.1620834359
452	0.0122596452	0.2336258213	0.9421285298	0.162059835
453	0.01225416089	0.2335577633	0.9421622421	0.1619816718
454	0.01224956383	0.2334765296	0.9422024682	0.1619186606
455	0.01224640184	0.2334333191	0.9422238599	0.1618742878
456	0.01224344554	0.2333680898	0.9422561447	0.1618349228
457	0.01224339236	0.2333630332	0.942258647	0.1618340669
458	0.0122433388	0.2333581392	0.9422610689	0.1618332086
459	0.01223992027	0.2332738119	0.9423027909	0.1617887131
460	0.01223735878	0.2332166354	0.9423310712	0.1617517265
461	0.01223517693	0.2331674708	0.9423553831	0.1617248604
462	0.01223512118	0.2331627253	0.9423577295	0.1617239776
463	0.012232759	0.233107455	0.9423850539	0.1616939129
464	0.01223267695	0.2331026703	0.9423874191	0.1616926081
465	0.01222880271	0.2330325459	0.9424220772	0.1616427091
466	0.01222301571	0.2329715713	0.9424522045	0.161563505
467	0.01221853071	0.2329150184	0.9424801401	0.1615043886
468	0.01221347724	0.2328478348	0.9425133182	0.1614346887
